sequence,timestamp,pose.x,pose.y,pose.z,pose.roll,pose.pitch,pose.yaw
2221,222.1,275.45092,172.03356,-1.19539,-0.01991,0.03901,-1.0226
2222,222.2,275.73781,171.53802,-1.15731,-0.01847,0.04179,-1.02311
2223,222.3,276.0329,171.0543,-1.1801,-0.01872,0.04086,-1.02327
2224,222.4,276.31922,170.56283,-1.17175,-0.01947,0.03996,-1.02308
2225,222.5,276.60844,170.09025,-1.18841,-0.02,0.03864,-1.0232
2226,222.6,276.89672,169.60564,-1.15997,-0.0206,0.0399,-1.02363
2227,222.7,277.18303,169.13021,-1.19606,-0.02218,0.03814,-1.02317
2228,222.8,277.46758,168.65546,-1.17068,-0.0212,0.03966,-1.02343
2229,222.9,277.75058,168.17952,-1.16319,-0.02111,0.03972,-1.02347
2230,223,278.03869,167.7043,-1.17598,-0.02057,0.04108,-1.02327
2231,223.1,278.31835,167.23926,-1.15615,-0.02208,0.0401,-1.02337
2232,223.2,278.59709,166.77573,-1.19013,-0.02162,0.03845,-1.02363
2233,223.3,278.879,166.3039,-1.14505,-0.02247,0.04052,-1.02422
2234,223.4,279.15586,165.84108,-1.18203,-0.02174,0.03801,-1.02466
2235,223.5,279.42349,165.37809,-1.14813,-0.02098,0.04106,-1.02542
2236,223.6,279.70117,164.91597,-1.17446,-0.02237,0.04076,-1.02601
2237,223.7,279.97779,164.46881,-1.16892,-0.02412,0.04214,-1.02635
2238,223.8,280.24337,164.01018,-1.14193,-0.02344,0.04405,-1.0269
2239,223.9,280.50304,163.56754,-1.16971,-0.02248,0.0455,-1.02713
2240,224,280.75578,163.1305,-1.14676,-0.02287,0.04406,-1.02712
2241,224.1,281.0109,162.70853,-1.1738,-0.01962,0.03958,-1.0267
2242,224.2,281.26318,162.28646,-1.14314,-0.02324,0.04131,-1.02766
2243,224.3,281.50553,161.86368,-1.16932,-0.02319,0.03816,-1.02807
2244,224.4,281.73654,161.46449,-1.17007,-0.02101,0.03554,-1.02745
2245,224.5,281.9732,161.06055,-1.14644,-0.02242,0.03461,-1.02942
2246,224.6,282.20114,160.66626,-1.16801,-0.02256,0.03415,-1.03289
2247,224.7,282.42899,160.28677,-1.13596,-0.02533,0.0361,-1.03713
2248,224.8,282.64558,159.89345,-1.15658,-0.02308,0.03377,-1.0427
2249,224.9,282.84168,159.52244,-1.12449,-0.02345,0.03615,-1.0498
2250,225,283.04479,159.14164,-1.13417,-0.02453,0.03573,-1.05893
2251,225.1,283.23595,158.76769,-1.1183,-0.02406,0.03873,-1.07019
2252,225.2,283.41453,158.39953,-1.11529,-0.02309,0.03865,-1.08212
2253,225.3,283.59063,158.05179,-1.13798,-0.02105,0.0374,-1.09497
2254,225.4,283.75278,157.67598,-1.10706,-0.02451,0.03751,-1.11038
2255,225.5,283.91222,157.30792,-1.1226,-0.02468,0.03578,-1.12695
2256,225.6,284.05853,156.95098,-1.0897,-0.02601,0.03776,-1.14483
2257,225.7,284.20321,156.57854,-1.11456,-0.02587,0.03478,-1.16522
2258,225.8,284.31788,156.2186,-1.10491,-0.02306,0.03552,-1.18656
2259,225.9,284.42758,155.84132,-1.09796,-0.02168,0.03638,-1.21042
2260,226,284.5284,155.48118,-1.11556,-0.01773,0.0363,-1.23479
2261,226.1,284.61581,155.10242,-1.08365,-0.01772,0.03821,-1.26013
2262,226.2,284.70462,154.75134,-1.10926,-0.01824,0.03567,-1.2861
2263,226.3,284.77257,154.38562,-1.08097,-0.02313,0.0342,-1.31366
2264,226.4,284.83046,154.02821,-1.10027,-0.02093,0.03115,-1.34198
2265,226.5,284.87227,153.65144,-1.08598,-0.02048,0.0344,-1.37085
2266,226.6,284.90638,153.28236,-1.07134,-0.02078,0.03657,-1.40004
2267,226.7,284.92791,152.91806,-1.11262,-0.01416,0.03531,-1.42855
2268,226.8,284.94039,152.56043,-1.08638,-0.01669,0.03469,-1.45775
2269,226.9,284.92917,152.16262,-1.08599,-0.01275,0.03574,-1.48768
2270,227,284.92984,151.80419,-1.0647,-0.013,0.03945,-1.51641
2271,227.1,284.90896,151.43619,-1.05798,-0.01252,0.04029,-1.54476
2272,227.2,284.87507,151.05414,-1.08153,-0.01368,0.0373,-1.57398
2273,227.3,284.8607,150.6972,-1.07276,-0.0172,0.03403,-1.6032
2274,227.4,284.80874,150.31498,-1.07669,-0.01697,0.03239,-1.63026
2275,227.5,284.74947,149.93945,-1.04531,-0.01765,0.03255,-1.6566
2276,227.6,284.67707,149.56395,-1.07214,-0.01395,0.03104,-1.68322
2277,227.7,284.58449,149.18627,-1.07232,-0.01168,0.02912,-1.70952
2278,227.8,284.50387,148.80523,-1.05386,-0.01111,0.02828,-1.73461
2279,227.9,284.40182,148.42414,-1.06944,-0.00997,0.02889,-1.7604
2280,228,284.29936,148.02965,-1.04784,-0.01417,0.02932,-1.78545
2281,228.1,284.18108,147.63981,-1.06135,-0.01232,0.02959,-1.80919
2282,228.2,284.04453,147.24052,-1.03397,-0.00877,0.03055,-1.83187
2283,228.3,283.89972,146.86153,-1.04974,-0.00015,0.03191,-1.85205
2284,228.4,283.75333,146.47272,-1.02817,0.00337,0.03175,-1.87197
2285,228.5,283.58952,146.07885,-1.06039,0.00487,0.03199,-1.89027
2286,228.6,283.4329,145.67428,-1.03486,0.00281,0.03076,-1.90626
2287,228.7,283.27374,145.26079,-1.03658,0.0026,0.03044,-1.92107
2288,228.8,283.08939,144.85322,-1.05149,0.00842,0.0331,-1.93332
2289,228.9,282.91115,144.45012,-1.02021,0.00955,0.03313,-1.94412
2290,229,282.71348,144.02199,-1.04552,0.01597,0.03277,-1.95378
2291,229.1,282.52593,143.61733,-1.04437,0.01607,0.03247,-1.96202
2292,229.2,282.327,143.18383,-1.04248,0.01601,0.03437,-1.97047
2293,229.3,282.13131,142.74104,-1.03933,0.01484,0.03796,-1.97782
2294,229.4,281.93281,142.30859,-1.03161,0.01496,0.03885,-1.9834
2295,229.5,281.71331,141.87909,-1.03172,0.01876,0.03953,-1.98824
2296,229.6,281.50255,141.41242,-1.02953,0.01886,0.03938,-1.99391
2297,229.7,281.28802,140.96813,-1.04506,0.01787,0.03875,-1.99811
2298,229.8,281.07273,140.51693,-1.03811,0.01823,0.03882,-2.00176
2299,229.9,280.85242,140.05362,-1.05059,0.01708,0.03876,-2.00389
2300,230,280.62218,139.60042,-1.03175,0.01548,0.04081,-2.00668
2301,230.1,280.39718,139.12364,-1.04272,0.0137,0.04253,-2.00873
2302,230.2,280.17276,138.64916,-1.04028,0.01377,0.04262,-2.01111
2303,230.3,279.9334,138.18852,-1.0384,0.01424,0.04147,-2.0121
2304,230.4,279.69612,137.69951,-1.03874,0.01795,0.04088,-2.01496
2305,230.5,279.44904,137.22346,-1.04973,0.01752,0.0391,-2.01715
2306,230.6,279.21182,136.72647,-1.05769,0.0153,0.03857,-2.02025
2307,230.7,278.97054,136.25411,-1.0454,0.01493,0.03843,-2.02216
2308,230.8,278.71957,135.74729,-1.05035,0.0154,0.03852,-2.02466
2309,230.9,278.45588,135.248,-1.04282,0.0173,0.03856,-2.02766
2310,231,278.20899,134.75132,-1.04807,0.01823,0.03808,-2.02945
2311,231.1,277.94438,134.25758,-1.04815,0.01911,0.03933,-2.03174
2312,231.2,277.68865,133.76724,-1.03586,0.01697,0.03941,-2.03387
2313,231.3,277.42478,133.26406,-1.05431,0.02174,0.03975,-2.03437
2314,231.4,277.16351,132.77488,-1.02693,0.01701,0.04037,-2.03589
2315,231.5,276.90123,132.25969,-1.04678,0.01951,0.04058,-2.0386
2316,231.6,276.64736,131.78061,-1.04345,0.02032,0.04212,-2.0394
2317,231.7,276.38312,131.27589,-1.03873,0.01959,0.04096,-2.04118
2318,231.8,276.12282,130.78871,-1.04507,0.01961,0.04263,-2.04264
2319,231.9,275.86423,130.29354,-1.02936,0.0186,0.04354,-2.0436
2320,232,275.60713,129.81733,-1.056,0.01794,0.04368,-2.04433
2321,232.1,275.35222,129.32905,-1.02271,0.01714,0.04385,-2.04483
2322,232.2,275.10195,128.84619,-1.05466,0.01842,0.04254,-2.04479
2323,232.3,274.85059,128.38373,-1.04083,0.01825,0.04329,-2.044
2324,232.4,274.59229,127.88289,-1.04997,0.01767,0.04268,-2.04426
2325,232.5,274.35189,127.42764,-1.05377,0.01804,0.04335,-2.04318
2326,232.6,274.10389,126.95139,-1.04406,0.0183,0.04364,-2.04125
2327,232.7,273.85737,126.48672,-1.04696,0.02065,0.04447,-2.03838
2328,232.8,273.61693,126.01434,-1.04516,0.01932,0.04382,-2.03561
2329,232.9,273.37662,125.54656,-1.05498,0.02379,0.04263,-2.03146
2330,233,273.14374,125.0792,-1.05434,0.02024,0.04056,-2.02756
2331,233.1,272.91421,124.62203,-1.05666,0.02261,0.03939,-2.02228
2332,233.2,272.68378,124.15056,-1.05656,0.0227,0.03832,-2.01568
2333,233.3,272.46808,123.69579,-1.05833,0.02434,0.03833,-2.00817
2334,233.4,272.25052,123.22895,-1.02558,0.02653,0.03847,-1.99982
2335,233.5,272.04543,122.76819,-1.05792,0.02703,0.03788,-1.98924
2336,233.6,271.8416,122.30506,-1.03398,0.03075,0.03789,-1.97743
2337,233.7,271.64271,121.84178,-1.04037,0.03078,0.03703,-1.964
2338,233.8,271.45785,121.38367,-1.04469,0.03347,0.03666,-1.9492
2339,233.9,271.27704,120.90787,-1.02745,0.03574,0.03577,-1.93355
2340,234,271.11731,120.45303,-1.04184,0.03554,0.03567,-1.9178
2341,234.1,270.96552,119.97957,-1.03289,0.03515,0.03493,-1.90113
2342,234.2,270.82085,119.51877,-1.03441,0.03296,0.03497,-1.88438
2343,234.3,270.68723,119.05253,-1.00983,0.03339,0.03537,-1.86655
2344,234.4,270.55409,118.58271,-1.0286,0.03502,0.03581,-1.84901
2345,234.5,270.43971,118.12509,-1.01335,0.03423,0.03602,-1.83143
2346,234.6,270.33607,117.67163,-1.01586,0.03505,0.03625,-1.81454
2347,234.7,270.24406,117.2144,-1.01497,0.03286,0.03892,-1.79744
2348,234.8,270.15593,116.7546,-1.00485,0.03124,0.03906,-1.78043
2349,234.9,270.07858,116.30271,-1.01348,0.03189,0.03863,-1.76362
2350,235,270.00112,115.84986,-1.00641,0.03109,0.03816,-1.74736
2351,235.1,269.93341,115.38875,-1.00857,0.03064,0.03916,-1.73058
2352,235.2,269.87202,114.93631,-1.0044,0.0317,0.04011,-1.71416
2353,235.3,269.8265,114.49951,-1.01198,0.03026,0.04131,-1.69749
2354,235.4,269.78181,114.04145,-1.00945,0.03138,0.04305,-1.68138
2355,235.5,269.74925,113.60063,-1.01413,0.03033,0.04357,-1.66621
2356,235.6,269.71811,113.15945,-1.00201,0.03051,0.04474,-1.65044
2357,235.7,269.69244,112.70961,-1.00379,0.0315,0.04526,-1.6358
2358,235.8,269.67879,112.28014,-1.00598,0.03027,0.04442,-1.62158
2359,235.9,269.66948,111.83641,-1.02161,0.03058,0.04341,-1.60592
2360,236,269.66616,111.39143,-1.01434,0.02924,0.0431,-1.59089
2361,236.1,269.6847,110.99008,-1.01211,0.02974,0.04319,-1.57613
2362,236.2,269.68578,110.54652,-1.01284,0.02995,0.04252,-1.56164
2363,236.3,269.69062,110.11043,-1.01588,0.02934,0.04247,-1.54716
2364,236.4,269.72299,109.69882,-1.00694,0.02878,0.04377,-1.53394
2365,236.5,269.75587,109.28031,-1.00452,0.02739,0.04498,-1.52286
2366,236.6,269.77752,108.8476,-1.00712,0.02457,0.04607,-1.51374
2367,236.7,269.82775,108.47757,-1.00528,0.02415,0.0464,-1.50586
2368,236.8,269.84764,108.06434,-1.00664,0.02396,0.04738,-1.49963
2369,236.9,269.86521,107.66981,-1.00499,0.02391,0.04851,-1.49439
2370,237,269.90437,107.32329,-1.00624,0.02404,0.04923,-1.48999
2371,237.1,269.93832,106.95809,-1.01238,0.0231,0.04937,-1.48624
2372,237.2,269.9632,106.59822,-1.00549,0.02268,0.04915,-1.48323
2373,237.3,270.00937,106.28792,-1.00815,0.02286,0.04879,-1.48073
2374,237.4,270.03238,105.95164,-0.99914,0.02213,0.04858,-1.47905
2375,237.5,270.05025,105.61677,-1.01181,0.02231,0.04889,-1.4775
2376,237.6,270.07634,105.32862,-1.00386,0.02258,0.04877,-1.47613
2377,237.7,270.10637,105.04454,-1.00347,0.02317,0.0477,-1.475
2378,237.8,270.12881,104.76419,-1.0032,0.02268,0.04855,-1.47458
2379,237.9,270.15123,104.49295,-1.00479,0.02228,0.04846,-1.47383
2380,238,270.1705,104.23672,-1.01466,0.02133,0.04777,-1.47358
2381,238.1,270.20675,103.99143,-1.00801,0.02132,0.04795,-1.47281
2382,238.2,270.22582,103.74948,-1.00333,0.02129,0.04869,-1.47246
2383,238.3,270.23437,103.53645,-1.00785,0.0219,0.04949,-1.47224
2384,238.4,270.24553,103.33322,-1.00812,0.02264,0.04931,-1.47159
2385,238.5,270.27027,103.12373,-1.02289,0.02195,0.04853,-1.47173
2386,238.6,270.29494,102.96691,-1.01296,0.02178,0.04801,-1.47113
2387,238.7,270.30879,102.79092,-1.0188,0.02096,0.04703,-1.4706
2388,238.8,270.3163,102.63161,-1.01771,0.02106,0.04676,-1.47045
2389,238.9,270.32905,102.50274,-1.01177,0.02213,0.04769,-1.47058
2390,239,270.33122,102.36346,-1.01596,0.02322,0.04864,-1.47005
2391,239.1,270.33722,102.24126,-1.01641,0.02338,0.04789,-1.46964
2392,239.2,270.355,102.14578,-1.02268,0.02314,0.04674,-1.46965
2393,239.3,270.35776,102.03556,-1.01516,0.02206,0.04713,-1.46982
2394,239.4,270.37616,101.96572,-1.01547,0.02133,0.04673,-1.46913
2395,239.5,270.38398,101.89432,-1.01546,0.02119,0.04653,-1.4691
2396,239.6,270.39227,101.83519,-1.01733,0.02171,0.0462,-1.46906
2397,239.7,270.38613,101.77479,-1.02064,0.02212,0.04602,-1.4689
2398,239.8,270.39094,101.73221,-1.01516,0.02258,0.04559,-1.46892
2399,239.9,270.39272,101.7038,-1.02016,0.02226,0.04542,-1.46897
2400,240,270.39672,101.66538,-1.0185,0.02161,0.04315,-1.46897
2401,240.1,270.40156,101.62634,-1.02902,0.02117,0.04133,-1.469
2402,240.2,270.4036,101.5892,-1.02407,0.0209,0.04021,-1.46906
2403,240.3,270.40882,101.5415,-1.03291,0.02078,0.04026,-1.46896
2404,240.4,270.41423,101.49144,-1.02245,0.0213,0.04138,-1.46879
2405,240.5,270.42075,101.44238,-1.02182,0.02139,0.04241,-1.46847
2406,240.6,270.42106,101.39245,-1.02627,0.02122,0.04279,-1.46851
2407,240.7,270.42659,101.35535,-1.01859,0.02134,0.04298,-1.46843
2408,240.8,270.4303,101.32144,-1.02664,0.02099,0.04295,-1.46823
2409,240.9,270.43116,101.29117,-1.01956,0.02107,0.0429,-1.46813
2410,241,270.43052,101.26707,-1.02602,0.02087,0.04276,-1.46821
2411,241.1,270.43436,101.25303,-1.02739,0.02083,0.04254,-1.46811
2412,241.2,270.43329,101.2429,-1.02504,0.02081,0.04267,-1.46833
2413,241.3,270.43292,101.23413,-1.02639,0.02081,0.04277,-1.46827
2414,241.4,270.43716,101.22927,-1.02524,0.02085,0.04247,-1.46801
2415,241.5,270.43511,101.23164,-1.02631,0.02079,0.0425,-1.4682
2416,241.6,270.43537,101.23701,-1.02531,0.02075,0.04191,-1.46818
2417,241.7,270.43924,101.23595,-1.02803,0.0209,0.04177,-1.46807
2418,241.8,270.43569,101.23452,-1.02032,0.02101,0.04311,-1.46789
2419,241.9,270.43691,101.237,-1.02939,0.02068,0.042,-1.46831
2420,242,270.43921,101.23774,-1.02536,0.0207,0.0417,-1.46815
2421,242.1,270.43693,101.23422,-1.02814,0.02064,0.04187,-1.46815
2422,242.2,270.43822,101.23087,-1.02431,0.02094,0.04167,-1.468
2423,242.3,270.43375,101.23068,-1.02292,0.02085,0.04174,-1.46809
2424,242.4,270.43431,101.23419,-1.02756,0.02063,0.04196,-1.46823
2425,242.5,270.43932,101.23807,-1.02445,0.02082,0.04199,-1.46816
2426,242.6,270.43583,101.23866,-1.02189,0.02091,0.04203,-1.46817
2427,242.7,270.43489,101.23167,-1.0244,0.02088,0.04192,-1.46811
2428,242.8,270.44042,101.23731,-1.02747,0.02095,0.04203,-1.46795
2429,242.9,270.44132,101.23996,-1.02272,0.02091,0.04198,-1.46804
2430,243,270.43657,101.23814,-1.0225,0.0209,0.04193,-1.46803
2431,243.1,270.43705,101.23496,-1.02756,0.02064,0.04212,-1.46824
2432,243.2,270.43443,101.23823,-1.02509,0.02076,0.0421,-1.46814
2433,243.3,270.43452,101.23559,-1.02425,0.02079,0.042,-1.46822
2434,243.4,270.43477,101.23474,-1.02363,0.02077,0.04219,-1.46818
2435,243.5,270.43577,101.23393,-1.02495,0.02073,0.04221,-1.46829
2436,243.6,270.43474,101.23505,-1.02182,0.02079,0.04222,-1.46816
2437,243.7,270.43542,101.23321,-1.02446,0.02074,0.04218,-1.46823
2438,243.8,270.43514,101.22994,-1.02453,0.02073,0.04229,-1.46801
2439,243.9,270.4328,101.23647,-1.02455,0.02068,0.04239,-1.46832
2440,244,270.43684,101.23462,-1.02658,0.02077,0.04222,-1.46814
2441,244.1,270.43751,101.23272,-1.02465,0.02077,0.04244,-1.46792
2442,244.2,270.43714,101.23214,-1.02608,0.02066,0.04229,-1.46809
2443,244.3,270.43303,101.23251,-1.02377,0.02084,0.04235,-1.46812
2444,244.4,270.43625,101.23224,-1.02659,0.02071,0.04236,-1.46811
2445,244.5,270.43637,101.23349,-1.02001,0.02096,0.0422,-1.46805
2446,244.6,270.43571,101.23715,-1.02794,0.02068,0.0427,-1.46817
2447,244.7,270.43741,101.23929,-1.02125,0.02091,0.04247,-1.46812
2448,244.8,270.43627,101.23401,-1.02723,0.02088,0.0417,-1.4681
2449,244.9,270.43457,101.23174,-1.0281,0.0206,0.03929,-1.46813
2450,245,270.43946,101.2168,-1.02634,0.02079,0.03988,-1.46819
2451,245.1,270.43827,101.20072,-1.03675,0.02035,0.03909,-1.46806
2452,245.2,270.4416,101.17909,-1.01877,0.02085,0.0395,-1.46815
2453,245.3,270.4458,101.13958,-1.03848,0.02039,0.03982,-1.46783
2454,245.4,270.44291,101.10721,-1.01835,0.02097,0.03973,-1.46794
2455,245.5,270.45141,101.07447,-1.03268,0.02048,0.03985,-1.46781
2456,245.6,270.45864,101.03454,-1.02818,0.0206,0.03908,-1.46765
2457,245.7,270.46631,100.98841,-1.02742,0.02085,0.03948,-1.4674
2458,245.8,270.46994,100.93067,-1.03689,0.02079,0.03801,-1.46718
2459,245.9,270.46928,100.86816,-1.03307,0.02127,0.03757,-1.46708
2460,246,270.47415,100.79,-1.03867,0.02131,0.03702,-1.46717
2461,246.1,270.47942,100.71006,-1.03672,0.02106,0.03621,-1.46722
2462,246.2,270.49525,100.6235,-1.04158,0.02013,0.03592,-1.46701
2463,246.3,270.49858,100.50977,-1.03181,0.01974,0.03488,-1.46662
2464,246.4,270.52059,100.39841,-1.02724,0.01925,0.03415,-1.46662
2465,246.5,270.5339,100.27547,-1.04475,0.01921,0.03372,-1.46708
2466,246.6,270.54571,100.13028,-1.04083,0.02028,0.03451,-1.46712
2467,246.7,270.54314,99.9569,-1.04292,0.02048,0.03529,-1.46855
2468,246.8,270.56364,99.80886,-1.04043,0.02093,0.03489,-1.47004
2469,246.9,270.57259,99.63902,-1.0475,0.02007,0.03363,-1.47199
2470,247,270.58783,99.45765,-1.03961,0.01974,0.03228,-1.47463
2471,247.1,270.59669,99.2572,-1.04707,0.01961,0.03279,-1.47792
2472,247.2,270.61679,99.04932,-1.0388,0.01966,0.03352,-1.48124
2473,247.3,270.63088,98.81755,-1.0418,0.01916,0.0348,-1.48499
2474,247.4,270.65374,98.60666,-1.03223,0.01896,0.03492,-1.48972
2475,247.5,270.66437,98.37997,-1.03324,0.01802,0.03559,-1.49516
2476,247.6,270.6692,98.11783,-1.03808,0.01743,0.03557,-1.50097
2477,247.7,270.67272,97.84669,-1.03471,0.01649,0.03625,-1.50788
2478,247.8,270.68593,97.59025,-1.04447,0.0149,0.03894,-1.51579
2479,247.9,270.68698,97.31557,-1.03562,0.01545,0.03533,-1.5245
2480,248,270.68033,97.02748,-1.02404,0.01768,0.03672,-1.53399
2481,248.1,270.67268,96.73409,-1.0518,0.01887,0.03783,-1.54429
2482,248.2,270.65391,96.41597,-1.02164,0.0197,0.0366,-1.55497
2483,248.3,270.64135,96.1121,-1.03539,0.01773,0.03858,-1.56761
2484,248.4,270.63718,95.80618,-1.03365,0.01609,0.03549,-1.58112
2485,248.5,270.59808,95.45443,-1.03176,0.01431,0.03628,-1.59451
2486,248.6,270.57624,95.11544,-1.0325,0.01451,0.03432,-1.60767
2487,248.7,270.55425,94.80447,-1.0224,0.01411,0.03538,-1.62302
2488,248.8,270.50482,94.45014,-1.04205,0.015,0.03835,-1.63881
2489,248.9,270.45119,94.0905,-1.03505,0.0164,0.03691,-1.65473
2490,249,270.38507,93.74529,-1.03653,0.01706,0.03781,-1.67284
2491,249.1,270.33371,93.39529,-1.03293,0.01609,0.03392,-1.69189
2492,249.2,270.27113,93.03613,-1.01693,0.01492,0.03329,-1.71062
2493,249.3,270.20168,92.66124,-1.03753,0.01293,0.03408,-1.72988
2494,249.4,270.10648,92.28243,-1.01513,0.01285,0.03364,-1.74932
2495,249.5,270.01283,91.92156,-1.03646,0.01334,0.0363,-1.769
2496,249.6,269.89619,91.53936,-1.02529,0.01515,0.03467,-1.78855
2497,249.7,269.78264,91.16918,-1.03126,0.01657,0.0354,-1.80779
2498,249.8,269.65772,90.79308,-1.04317,0.01651,0.03607,-1.82701
2499,249.9,269.53632,90.4029,-1.02269,0.01563,0.03699,-1.84497
2500,250,269.41398,90.02708,-1.03863,0.01162,0.03809,-1.86211
2501,250.1,269.26479,89.63185,-1.01351,0.01164,0.03712,-1.87794
2502,250.2,269.10928,89.23999,-1.03648,0.01111,0.03869,-1.8926
2503,250.3,268.97551,88.87555,-1.02665,0.01254,0.0372,-1.90541
2504,250.4,268.80594,88.46327,-1.03339,0.01304,0.03919,-1.9167
2505,250.5,268.66111,88.07596,-1.03903,0.01278,0.03768,-1.92721
2506,250.6,268.47604,87.67797,-1.02375,0.01292,0.03898,-1.93692
2507,250.7,268.31049,87.26527,-1.05221,0.01067,0.03955,-1.94517
2508,250.8,268.14725,86.87661,-1.01497,0.01074,0.03768,-1.95244
2509,250.9,267.97119,86.46747,-1.0529,0.00923,0.04084,-1.95912
2510,251,267.78464,86.0516,-1.03694,0.01008,0.03835,-1.96508
2511,251.1,267.59929,85.62339,-1.02246,0.01148,0.0415,-1.96978
2512,251.2,267.4166,85.23168,-1.05644,0.00975,0.03887,-1.97417
2513,251.3,267.23412,84.80503,-1.00726,0.01098,0.03919,-1.97775
2514,251.4,267.04582,84.38362,-1.05743,0.00842,0.04141,-1.98132
2515,251.5,266.85908,83.96643,-1.0186,0.00847,0.03783,-1.9848
2516,251.6,266.64969,83.53393,-1.02906,0.00857,0.04063,-1.9888
2517,251.7,266.46525,83.12341,-1.0471,0.00727,0.03432,-1.99206
2518,251.8,266.24944,82.69321,-1.01154,0.01028,0.0381,-1.99558
2519,251.9,266.04856,82.27873,-1.07058,0.00819,0.03726,-1.99933
2520,252,265.83727,81.83953,-1.00705,0.00952,0.03669,-2.00318
2521,252.1,265.62957,81.39945,-1.05943,0.0087,0.04133,-2.00725
2522,252.2,265.42317,80.9708,-1.02187,0.00929,0.03909,-2.01083
2523,252.3,265.20254,80.53919,-1.0242,0.00997,0.04336,-2.01506
2524,252.4,264.98855,80.10115,-1.04792,0.00868,0.04094,-2.01972
2525,252.5,264.78372,79.68664,-1.00212,0.01009,0.04169,-2.02444
2526,252.6,264.56067,79.28284,-1.05812,0.00836,0.04204,-2.02964
2527,252.7,264.34335,78.86476,-1.02081,0.00998,0.03995,-2.03372
2528,252.8,264.11971,78.44914,-1.05382,0.00911,0.04314,-2.03818
2529,252.9,263.91174,78.05027,-1.03937,0.00852,0.04143,-2.04293
2530,253,263.68164,77.6421,-1.03794,0.00845,0.04461,-2.04751
2531,253.1,263.46075,77.23615,-1.05159,0.00796,0.04398,-2.05226
2532,253.2,263.24092,76.84132,-1.03047,0.01002,0.04483,-2.05641
2533,253.3,263.0339,76.43977,-1.05427,0.00946,0.04493,-2.06034
2534,253.4,262.79894,76.02877,-1.03678,0.01058,0.04447,-2.065
2535,253.5,262.59754,75.65826,-1.06037,0.00831,0.04597,-2.07029
2536,253.6,262.3499,75.24858,-1.04981,0.00663,0.04395,-2.07649
2537,253.7,262.13055,74.87374,-1.04402,0.00488,0.04445,-2.08385
2538,253.8,261.90895,74.49236,-1.06689,0.00473,0.04424,-2.09078
2539,253.9,261.67445,74.13089,-1.0577,0.00569,0.04513,-2.09864
2540,254,261.44343,73.76058,-1.05685,0.00578,0.04452,-2.10788
2541,254.1,261.20817,73.39554,-1.0532,0.00619,0.0434,-2.11843
2542,254.2,260.97198,73.06306,-1.06067,0.00741,0.04353,-2.13083
2543,254.3,260.72579,72.70924,-1.06847,0.00823,0.04482,-2.14432
2544,254.4,260.48186,72.3855,-1.06364,0.00861,0.04631,-2.16009
2545,254.5,260.24062,72.06528,-1.06463,0.00862,0.0468,-2.17662
2546,254.6,259.98795,71.74812,-1.062,0.00823,0.04808,-2.19436
2547,254.7,259.76116,71.46597,-1.06013,0.00825,0.04801,-2.21466
2548,254.8,259.48699,71.17541,-1.06447,0.00711,0.04793,-2.23702
2549,254.9,259.22922,70.90042,-1.06481,0.00703,0.04712,-2.26055
2550,255,258.97597,70.64994,-1.06366,0.00867,0.04544,-2.28567
2551,255.1,258.7125,70.40544,-1.06428,0.01056,0.04365,-2.31237
2552,255.2,258.44443,70.18394,-1.07455,0.01168,0.04229,-2.34223
2553,255.3,258.16016,69.96416,-1.07749,0.01454,0.04358,-2.37191
2554,255.4,257.88768,69.74859,-1.09331,0.01383,0.04314,-2.40266
2555,255.5,257.60306,69.54489,-1.08237,0.01267,0.04251,-2.43509
2556,255.6,257.32483,69.36241,-1.09192,0.00883,0.04068,-2.46879
2557,255.7,257.02914,69.1803,-1.08672,0.00814,0.04008,-2.50403
2558,255.8,256.72537,69.02175,-1.09428,0.0087,0.04126,-2.53998
2559,255.9,256.4247,68.87853,-1.09636,0.00986,0.04091,-2.57676
2560,256,256.1174,68.75396,-1.09341,0.01163,0.04038,-2.61429
2561,256.1,255.81238,68.63446,-1.1111,0.0118,0.03921,-2.6528
2562,256.2,255.48815,68.51687,-1.10137,0.01494,0.03814,-2.69088
2563,256.3,255.191,68.43933,-1.11415,0.01399,0.03782,-2.72802
2564,256.4,254.86255,68.34608,-1.10083,0.01527,0.03761,-2.76617
2565,256.5,254.55096,68.27344,-1.09665,0.0148,0.03838,-2.80371
2566,256.6,254.23293,68.21245,-1.10418,0.01277,0.03733,-2.84028
2567,256.7,253.92192,68.16287,-1.09826,0.01102,0.03539,-2.87731
2568,256.8,253.60037,68.13066,-1.09606,0.01055,0.03436,-2.91551
2569,256.9,253.27168,68.11217,-1.11301,0.01213,0.03399,-2.95348
2570,257,252.94756,68.09409,-1.10582,0.01499,0.03537,-2.9921
2571,257.1,252.61361,68.10421,-1.11307,0.01435,0.03517,-3.0296
2572,257.2,252.27451,68.12144,-1.11368,0.01554,0.03582,-3.06819
2573,257.3,251.93048,68.13901,-1.10452,0.01362,0.0375,-3.10654
2574,257.4,251.57958,68.1811,-1.11546,0.01489,0.03916,3.14085
2575,257.5,251.23956,68.22661,-1.1119,0.01632,0.04061,3.10705
2576,257.6,250.8724,68.28656,-1.12142,0.01685,0.04025,3.0753
2577,257.7,250.5189,68.34759,-1.11753,0.0159,0.03877,3.04608
2578,257.8,250.1579,68.41372,-1.11637,0.01354,0.03506,3.01812
