sequence,timestamp,pose.x,pose.y,pose.z,pose.roll,pose.pitch,pose.yaw
1196,119.6,90.13458,83.01262,3.13019,0.00669,0.04177,2.6504
1197,119.7,89.69394,83.25647,3.11929,0.00788,0.04134,2.65098
1198,119.8,89.2529,83.49228,3.13586,0.00472,0.04398,2.64997
1199,119.9,88.81247,83.73852,3.11918,0.00486,0.04338,2.65011
1200,120,88.3966,83.96643,3.12853,0.00586,0.04391,2.64909
1201,120.1,87.96142,84.20981,3.1194,0.00607,0.04172,2.6487
1202,120.2,87.53679,84.44449,3.11013,0.00749,0.03902,2.64723
1203,120.3,87.12032,84.67366,3.10804,0.00697,0.03689,2.64418
1204,120.4,86.70153,84.90767,3.10557,0.0064,0.03539,2.64179
1205,120.5,86.28113,85.14849,3.12498,0.00541,0.03624,2.6407
1206,120.6,85.87085,85.37029,3.1053,0.00615,0.03359,2.63935
1207,120.7,85.4507,85.60444,3.10984,0.00183,0.03567,2.6378
1208,120.8,85.03727,85.83528,3.10805,0.00125,0.03516,2.63713
1209,120.9,84.63842,86.07199,3.12244,1E-05,0.03754,2.63689
1210,121,84.22074,86.2909,3.11852,-0.00303,0.03735,2.63703
1211,121.1,83.80833,86.51653,3.12379,-0.00719,0.0399,2.63604
1212,121.2,83.40864,86.73156,3.12908,-0.01231,0.04074,2.63626
1213,121.3,83.00747,86.95915,3.12933,-0.01304,0.04133,2.63584
1214,121.4,82.60617,87.19306,3.14776,-0.01179,0.04101,2.63615
1215,121.5,82.23475,87.40449,3.13913,-0.00919,0.03952,2.63728
1216,121.6,81.84688,87.62393,3.14394,-0.01352,0.03751,2.63663
1217,121.7,81.46678,87.82754,3.12847,-0.01122,0.03481,2.63687
1218,121.8,81.09565,88.02924,3.13807,-0.01395,0.0387,2.63797
1219,121.9,80.72847,88.23118,3.14862,-0.01613,0.03756,2.63815
1220,122,80.36232,88.44839,3.14592,-0.00859,0.03898,2.63922
1221,122.1,80.01273,88.65055,3.15883,-0.01134,0.04095,2.64056
1222,122.2,79.66195,88.8548,3.14298,-0.00507,0.04123,2.64033
1223,122.3,79.32735,89.04906,3.16176,-0.00573,0.04314,2.64017
1224,122.4,78.99902,89.22866,3.14475,-0.00398,0.04023,2.64151
1225,122.5,78.67613,89.40995,3.14805,-0.00348,0.04074,2.64188
1226,122.6,78.36202,89.58165,3.14021,-0.00622,0.03982,2.64194
1227,122.7,78.05736,89.75473,3.14679,-0.00249,0.04016,2.64257
1228,122.8,77.77182,89.91798,3.1525,-0.00355,0.04253,2.64326
1229,122.9,77.4876,90.08556,3.15125,-0.00053,0.04204,2.64322
1230,123,77.2224,90.2357,3.15808,0.00137,0.04306,2.64386
1231,123.1,76.95974,90.38523,3.15539,0.00087,0.04168,2.64349
1232,123.2,76.71214,90.52643,3.16162,0.00222,0.04109,2.6426
1233,123.3,76.45821,90.67299,3.15536,0.0014,0.04087,2.64071
1234,123.4,76.21331,90.81093,3.14856,0.00093,0.03915,2.6388
1235,123.5,75.97514,90.9446,3.15523,0.00079,0.03816,2.63541
1236,123.6,75.74787,91.0797,3.15765,0.00041,0.0371,2.63128
1237,123.7,75.50494,91.22837,3.15817,0.00023,0.03622,2.62678
1238,123.8,75.27806,91.37262,3.16068,0.00375,0.03563,2.61949
1239,123.9,75.05092,91.51944,3.16303,0.00281,0.03555,2.60992
1240,124,74.82848,91.66928,3.1631,0.00193,0.03545,2.59879
1241,124.1,74.61722,91.82411,3.16205,0.00264,0.03443,2.58574
1242,124.2,74.39576,91.98314,3.16632,0.00211,0.03447,2.57092
1243,124.3,74.19319,92.14134,3.16644,0.00266,0.03372,2.55412
1244,124.4,73.98904,92.30573,3.16753,0.00461,0.03318,2.53544
1245,124.5,73.79518,92.47926,3.17382,0.00554,0.03421,2.51424
1246,124.6,73.60879,92.65485,3.1661,0.00763,0.03334,2.49198
1247,124.7,73.43426,92.8357,3.17123,0.01141,0.03315,2.46841
1248,124.8,73.25355,93.01775,3.16971,0.01085,0.03153,2.44296
1249,124.9,73.08135,93.21621,3.16534,0.01223,0.03184,2.41507
1250,125,72.91696,93.41967,3.17076,0.01194,0.03275,2.38506
1251,125.1,72.74961,93.63167,3.168,0.01284,0.03377,2.35346
1252,125.2,72.59251,93.84606,3.18006,0.01294,0.03519,2.32139
1253,125.3,72.42919,94.08206,3.17885,0.01342,0.03643,2.28789
1254,125.4,72.27944,94.31834,3.1736,0.01243,0.0396,2.2523
1255,125.5,72.13701,94.57327,3.1644,0.00886,0.04199,2.21451
1256,125.6,72.00106,94.83572,3.16044,0.01152,0.04662,2.17689
1257,125.7,71.87749,95.11041,3.14596,0.01204,0.04825,2.13909
1258,125.8,71.77321,95.40539,3.15827,0.01887,0.05049,2.09929
1259,125.9,71.66388,95.68809,3.15194,0.01945,0.05166,2.05873
1260,126,71.55448,95.97751,3.14779,0.01043,0.0499,2.01781
1261,126.1,71.44143,96.27334,3.14506,-0.00173,0.04554,1.97659
1262,126.2,71.35556,96.57651,3.13938,-0.00977,0.04275,1.93414
1263,126.3,71.2811,96.89688,3.14476,-0.01096,0.04171,1.89105
1264,126.4,71.24272,97.22,3.17004,-0.00683,0.03883,1.84895
1265,126.5,71.23153,97.55191,3.13598,0.00207,0.0301,1.80791
1266,126.6,71.2227,97.87706,3.13451,0.01234,0.02154,1.76641
1267,126.7,71.21871,98.21599,3.14317,0.01719,0.01437,1.72169
1268,126.8,71.20987,98.56359,3.14701,0.00895,0.01282,1.67867
1269,126.9,71.19377,98.92328,3.1448,-0.00246,0.01354,1.63553
1270,127,71.20328,99.28957,3.17019,-0.01072,0.01702,1.59245
1271,127.1,71.24654,99.65218,3.15252,-0.01546,0.01428,1.55141
1272,127.2,71.31333,100.01804,3.16796,-0.00309,0.01513,1.5104
1273,127.3,71.41256,100.3855,3.17979,0.00411,0.01535,1.472
1274,127.4,71.51447,100.77304,3.17831,0.01537,0.01463,1.43565
1275,127.5,71.61869,101.15086,3.20022,0.01534,0.01444,1.40269
1276,127.6,71.71909,101.51581,3.21368,0.01752,0.0156,1.37291
1277,127.7,71.82829,101.91048,3.21163,0.01349,0.01269,1.34377
1278,127.8,71.9494,102.28507,3.2341,0.01118,0.011,1.3187
1279,127.9,72.09013,102.67079,3.2156,0.01337,0.01075,1.29627
1280,128,72.23662,103.04561,3.2523,0.01936,0.00915,1.27626
1281,128.1,72.39614,103.44016,3.24083,0.02416,0.00896,1.2586
1282,128.2,72.55419,103.83426,3.28147,0.02752,0.00893,1.24198
1283,128.3,72.70447,104.24047,3.28276,0.02677,0.00986,1.22648
1284,128.4,72.87229,104.65106,3.32635,0.02497,0.01466,1.2128
1285,128.5,73.03694,105.04335,3.33723,0.01614,0.01698,1.2004
1286,128.6,73.21803,105.45875,3.31741,0.01984,0.02059,1.1884
1287,128.7,73.41095,105.86673,3.37285,0.01802,0.0217,1.1779
1288,128.8,73.5932,106.2636,3.332,0.02262,0.0236,1.16865
1289,128.9,73.79916,106.69208,3.37676,0.01857,0.02616,1.1592
1290,129,73.992,107.1048,3.33722,0.018,0.02657,1.15091
1291,129.1,74.19264,107.52654,3.35213,0.01403,0.03002,1.14297
1292,129.2,74.40415,107.95338,3.34612,0.0162,0.02805,1.13715
1293,129.3,74.61429,108.38353,3.34296,0.021,0.0311,1.13133
1294,129.4,74.84299,108.81681,3.39927,0.01948,0.03042,1.12681
1295,129.5,75.05545,109.24216,3.32959,0.01782,0.03117,1.12309
1296,129.6,75.27682,109.67364,3.40877,0.01816,0.03189,1.11883
1297,129.7,75.48644,110.08858,3.35608,0.02552,0.02983,1.11522
1298,129.8,75.71588,110.52557,3.38105,0.02036,0.03132,1.1112
1299,129.9,75.93692,110.94968,3.36681,0.01901,0.03042,1.10721
1300,130,76.15739,111.36544,3.34629,0.01808,0.03081,1.10435
1301,130.1,76.39232,111.80692,3.37873,0.0122,0.03075,1.09979
1302,130.2,76.61814,112.23433,3.32847,0.01279,0.03077,1.09538
1303,130.3,76.84414,112.64693,3.42923,0.00938,0.03459,1.08871
1304,130.4,77.08587,113.07586,3.37424,0.01352,0.03512,1.0816
1305,130.5,77.32929,113.49487,3.39362,0.01234,0.03574,1.07348
1306,130.6,77.57124,113.90745,3.39704,0.01132,0.03463,1.06274
1307,130.7,77.82445,114.32734,3.38121,0.00744,0.03761,1.05047
1308,130.8,78.0915,114.7528,3.39895,0.00589,0.037,1.03751
1309,130.9,78.35697,115.16096,3.3826,0.00385,0.03753,1.02289
1310,131,78.62653,115.5681,3.41686,0.0038,0.0371,1.00824
1311,131.1,78.91981,115.98492,3.38633,0.00236,0.03708,0.99267
1312,131.2,79.21542,116.39124,3.42092,0.00286,0.03686,0.97813
1313,131.3,79.51678,116.79589,3.39389,0.00383,0.03655,0.96281
1314,131.4,79.82336,117.19267,3.4111,0.00577,0.03825,0.94797
1315,131.5,80.13955,117.59561,3.39723,0.00239,0.03684,0.93382
1316,131.6,80.46665,118.00259,3.40998,0.00051,0.0382,0.92156
1317,131.7,80.79493,118.4042,3.41005,0.00157,0.03812,0.91022
1318,131.8,81.12089,118.80336,3.38881,-0.00043,0.0375,0.90047
1319,131.9,81.46133,119.19612,3.41808,-0.0016,0.03675,0.89228
1320,132,81.80646,119.60847,3.38347,0.00069,0.03603,0.88516
1321,132.1,82.14938,120.00139,3.43789,-0.00068,0.03724,0.87941
1322,132.2,82.49789,120.4091,3.3824,0,0.03353,0.87512
1323,132.3,82.83943,120.79907,3.4113,0.00073,0.03577,0.87186
1324,132.4,83.18514,121.1991,3.41604,0.00139,0.03354,0.87001
1325,132.5,83.52787,121.59915,3.3969,-0.00084,0.03466,0.86996
1326,132.6,83.87076,121.98623,3.44931,0.00102,0.03572,0.87155
1327,132.7,84.21065,122.38871,3.41615,0.00102,0.03481,0.87427
1328,132.8,84.55316,122.78465,3.44874,0.00514,0.03657,0.8787
1329,132.9,84.8827,123.18126,3.41825,0.00458,0.03626,0.88454
1330,133,85.21313,123.58574,3.44007,0.00615,0.03835,0.89188
1331,133.1,85.53116,123.98408,3.43765,0.00812,0.03786,0.90018
1332,133.2,85.84564,124.39403,3.41287,0.00714,0.0375,0.90972
1333,133.3,86.15718,124.79798,3.44399,0.00917,0.03765,0.92078
1334,133.4,86.46327,125.1987,3.41615,0.00909,0.03617,0.93356
1335,133.5,86.76121,125.61531,3.44207,0.01097,0.03764,0.94602
1336,133.6,87.04851,126.0325,3.43565,0.0112,0.03651,0.9587
1337,133.7,87.33663,126.46104,3.43153,0.01224,0.03948,0.97095
1338,133.8,87.60998,126.86943,3.45456,0.01473,0.04021,0.98284
1339,133.9,87.88991,127.30794,3.40724,0.01144,0.03953,0.99378
1340,134,88.16286,127.73039,3.47579,0.01426,0.04226,1.00322
1341,134.1,88.42673,128.16109,3.43722,0.01243,0.03929,1.01174
1342,134.2,88.68546,128.58289,3.43865,0.01284,0.03844,1.01904
1343,134.3,88.9529,129.01027,3.44863,0.01574,0.03589,1.02575
1344,134.4,89.22209,129.44673,3.43517,0.01515,0.03624,1.03264
1345,134.5,89.47389,129.87204,3.44786,0.01413,0.03623,1.03815
1346,134.6,89.7265,130.31243,3.43664,0.01687,0.03587,1.04324
1347,134.7,89.97322,130.74044,3.44013,0.01272,0.03622,1.04842
1348,134.8,90.23375,131.19288,3.4441,0.0149,0.03624,1.05327
1349,134.9,90.49195,131.6239,3.45584,0.02298,0.03716,1.05779
1350,135,90.74737,132.08392,3.44777,0.02166,0.03551,1.06167
1351,135.1,91.00058,132.52553,3.44428,0.02167,0.03498,1.06522
1352,135.2,91.24444,132.96792,3.45546,0.02005,0.03413,1.06866
1353,135.3,91.49459,133.42058,3.45429,0.01981,0.03123,1.07123
1354,135.4,91.74201,133.87061,3.45412,0.01726,0.02925,1.07358
1355,135.5,91.99063,134.31793,3.44339,0.02073,0.02644,1.07551
1356,135.6,92.22871,134.75902,3.48589,0.0126,0.02534,1.07727
1357,135.7,92.47941,135.22357,3.45054,0.01293,0.02855,1.07853
1358,135.8,92.74286,135.68742,3.53175,0.01994,0.03424,1.08023
1359,135.9,92.9835,136.1384,3.46584,0.01229,0.03488,1.08178
1360,136,93.2395,136.60214,3.51668,0.01711,0.03912,1.08304
1361,136.1,93.48535,137.0601,3.53633,0.01866,0.03859,1.08456
1362,136.2,93.73463,137.5247,3.47627,0.01499,0.03567,1.08536
1363,136.3,93.97584,137.97288,3.49099,0.01552,0.03314,1.08758
1364,136.4,94.22705,138.42983,3.49509,0.01907,0.03461,1.08874
1365,136.5,94.46893,138.90044,3.51307,0.01501,0.03762,1.08997
1366,136.6,94.71744,139.37123,3.52063,0.01565,0.04057,1.09184
1367,136.7,94.96201,139.83478,3.50437,0.01489,0.04168,1.09311
1368,136.8,95.21289,140.31192,3.49844,0.01325,0.04097,1.09452
1369,136.9,95.45893,140.77506,3.51659,0.01009,0.04154,1.09571
1370,137,95.7081,141.24624,3.5021,0.00832,0.04187,1.0965
1371,137.1,95.95506,141.71696,3.50878,0.00658,0.04089,1.09728
1372,137.2,96.19906,142.18846,3.50325,0.00653,0.03992,1.09636
1373,137.3,96.44765,142.65867,3.48778,0.0046,0.03917,1.09686
1374,137.4,96.6985,143.13494,3.50247,0.00614,0.03872,1.09726
1375,137.5,96.95093,143.61667,3.49498,0.00378,0.03729,1.09712
1376,137.6,97.1981,144.09336,3.52367,0.00516,0.03556,1.09758
1377,137.7,97.44524,144.56909,3.48658,0.0034,0.03707,1.09841
1378,137.8,97.71665,145.0552,3.51925,0.00583,0.03886,1.09754
1379,137.9,97.96012,145.52682,3.491,0.00527,0.04131,1.09834
1380,138,98.2234,146.01297,3.50156,0.00647,0.03984,1.0981
1381,138.1,98.47235,146.49761,3.52344,0.00782,0.04095,1.09856
1382,138.2,98.72639,146.97853,3.50425,0.0064,0.03867,1.09897
1383,138.3,98.98917,147.46064,3.52322,0.00819,0.03813,1.09831
1384,138.4,99.23834,147.94378,3.49423,0.0075,0.03642,1.09937
1385,138.5,99.50418,148.43529,3.51173,0.00884,0.03733,1.09877
1386,138.6,99.76185,148.92899,3.48691,0.00934,0.03911,1.09883
1387,138.7,100.01961,149.41446,3.52364,0.01196,0.03918,1.09913
1388,138.8,100.27868,149.91195,3.49492,0.01063,0.03992,1.09877
1389,138.9,100.53874,150.40161,3.5181,0.0115,0.03905,1.09836
1390,139,100.79658,150.88903,3.51324,0.01262,0.04086,1.09858
1391,139.1,101.05958,151.39308,3.49627,0.01287,0.04125,1.09871
1392,139.2,101.32181,151.88983,3.51267,0.01535,0.04387,1.0986
1393,139.3,101.59425,152.38734,3.47985,0.01697,0.04819,1.09783
1394,139.4,101.84546,152.87897,3.48608,0.01531,0.04698,1.09807
1395,139.5,102.10888,153.3783,3.51758,0.01572,0.04681,1.09768
1396,139.6,102.37045,153.8893,3.48732,0.01362,0.04359,1.09797
1397,139.7,102.63952,154.3812,3.50265,0.01574,0.04091,1.09785
1398,139.8,102.90091,154.89285,3.4913,0.0143,0.03981,1.09798
1399,139.9,103.15837,155.39336,3.49211,0.01495,0.03846,1.09781
1400,140,103.42099,155.89507,3.4917,0.01019,0.03803,1.09792
1401,140.1,103.68367,156.40491,3.49682,0.00912,0.03693,1.09777
1402,140.2,103.95181,156.91311,3.49705,0.00708,0.03816,1.09767
1403,140.3,104.22503,157.42787,3.4786,0.00705,0.03948,1.09787
1404,140.4,104.49044,157.93115,3.50752,0.00697,0.04114,1.09751
1405,140.5,104.75755,158.45109,3.45424,0.00244,0.04415,1.09729
1406,140.6,105.02767,158.96769,3.49274,0.00315,0.0459,1.09735
1407,140.7,105.29443,159.4755,3.47942,-0.00058,0.04824,1.09746
1408,140.8,105.56636,159.99591,3.48899,0.00351,0.04486,1.09696
1409,140.9,105.83925,160.50859,3.47885,0.00165,0.04816,1.0972
1410,141,106.11362,161.01962,3.44346,0.00234,0.04692,1.09683
1411,141.1,106.38042,161.52571,3.48674,0.00479,0.04848,1.09681
1412,141.2,106.65403,162.05168,3.42465,0.00207,0.04989,1.09658
1413,141.3,106.92899,162.56554,3.47353,-0.00026,0.04845,1.096
1414,141.4,107.19905,163.07742,3.4585,0.00634,0.04504,1.09672
1415,141.5,107.46257,163.57736,3.45775,0.00572,0.04151,1.0966
1416,141.6,107.74083,164.08437,3.48428,0.01064,0.0395,1.09666
1417,141.7,108.0102,164.5899,3.42193,0.01292,0.03968,1.09584
1418,141.8,108.28754,165.1199,3.47325,0.0085,0.04299,1.09457
1419,141.9,108.55766,165.6328,3.39899,0.00952,0.04662,1.0935
1420,142,108.83328,166.14727,3.45877,0.00848,0.04923,1.09094
1421,142.1,109.10601,166.64827,3.43211,0.00632,0.05199,1.08818
1422,142.2,109.39253,167.16773,3.43598,0.00664,0.04819,1.08484
1423,142.3,109.67107,167.65494,3.48978,0.00787,0.04877,1.08099
1424,142.4,109.94604,168.18809,3.2821,0.00311,0.05746,1.07856
1425,142.5,110.20715,168.67159,3.23855,-0.00175,0.04486,1.0748
1426,142.6,110.51061,169.15725,3.67655,0.00737,0.03386,1.07098
1427,142.7,110.8029,169.64761,3.50776,-0.01196,0.03016,1.06677
1428,142.8,111.02864,170.13618,3.37859,-0.01103,0.00667,1.06375
1429,142.9,111.29677,170.61212,3.58997,-0.00896,0.00863,1.05945
1430,143,111.58921,171.12113,3.39081,-0.01248,0.01797,1.05472
1431,143.1,111.87832,171.63077,3.31203,-0.01596,0.0227,1.05084
1432,143.2,112.18507,172.11462,3.57529,-0.01901,0.03443,1.04504
1433,143.3,112.45858,172.59738,3.43424,-0.02189,0.03728,1.03935
1434,143.4,112.75285,173.08375,3.4787,-0.02301,0.02744,1.0338
1435,143.5,113.04729,173.54627,3.55292,-0.02522,0.03335,1.02673
1436,143.6,113.34156,174.0293,3.44386,-0.02922,0.02861,1.01993
1437,143.7,113.63085,174.4811,3.55567,-0.02756,0.02959,1.01228
1438,143.8,113.94559,174.9541,3.46897,-0.032,0.03462,1.00483
1439,143.9,114.25196,175.42032,3.50432,-0.0301,0.03063,0.99827
1440,144,114.5591,175.86773,3.54442,-0.03001,0.03631,0.99058
1441,144.1,114.8557,176.30166,3.48814,-0.03095,0.03205,0.98384
1442,144.2,115.1838,176.76839,3.55966,-0.0303,0.03113,0.97613
1443,144.3,115.49451,177.2121,3.51796,-0.03131,0.03088,0.9689
1444,144.4,115.80605,177.6531,3.54459,-0.03318,0.02957,0.96219
1445,144.5,116.14329,178.1028,3.53463,-0.03352,0.03495,0.95456
1446,144.6,116.45583,178.53031,3.54003,-0.03311,0.03333,0.94787
1447,144.7,116.7847,178.96228,3.56488,-0.03218,0.03566,0.94096
1448,144.8,117.11218,179.3894,3.54376,-0.03299,0.03551,0.93467
1449,144.9,117.44371,179.82166,3.56812,-0.03256,0.03592,0.92862
1450,145,117.77745,180.24766,3.55694,-0.03368,0.03592,0.92335
1451,145.1,118.09798,180.66549,3.57471,-0.03284,0.03339,0.91874
1452,145.2,118.4461,181.08705,3.57721,-0.03201,0.03422,0.91234
1453,145.3,118.76691,181.4943,3.55556,-0.03289,0.03419,0.9072
1454,145.4,119.11335,181.92493,3.58012,-0.03208,0.03472,0.90164
1455,145.5,119.44545,182.32765,3.57097,-0.03327,0.03467,0.89661
1456,145.6,119.78761,182.73775,3.58854,-0.03154,0.0344,0.89176
1457,145.7,120.12871,183.13515,3.59176,-0.03091,0.0352,0.88634
1458,145.8,120.48688,183.55011,3.59407,-0.03016,0.03419,0.88026
1459,145.9,120.81566,183.94109,3.59761,-0.03093,0.03503,0.87502
1460,146,121.17752,184.34733,3.5868,-0.03126,0.03452,0.86842
1461,146.1,121.51658,184.73801,3.60421,-0.03251,0.0345,0.86238
1462,146.2,121.88339,185.13144,3.60549,-0.03189,0.03375,0.85541
1463,146.3,122.22345,185.51864,3.60907,-0.03011,0.03277,0.84971
1464,146.4,122.5922,185.90059,3.61763,-0.0286,0.03279,0.84267
1465,146.5,122.93793,186.27744,3.62122,-0.02874,0.03219,0.83626
1466,146.6,123.31972,186.67753,3.62402,-0.02776,0.03251,0.82945
1467,146.7,123.65971,187.03277,3.62394,-0.03092,0.03353,0.82344
1468,146.8,124.0252,187.41427,3.64035,-0.03121,0.03361,0.81641
1469,146.9,124.38568,187.7827,3.64553,-0.03204,0.03227,0.81016
1470,147,124.76084,188.15637,3.64864,-0.0299,0.03115,0.80359
1471,147.1,125.11488,188.50274,3.64772,-0.02982,0.03123,0.7978
1472,147.2,125.4899,188.86078,3.6538,-0.02947,0.0307,0.79103
1473,147.3,125.84557,189.21191,3.6579,-0.03032,0.03036,0.78441
1474,147.4,126.21576,189.56914,3.67255,-0.031,0.03002,0.77799
1475,147.5,126.56922,189.90196,3.66858,-0.02954,0.03077,0.77228
1476,147.6,126.9534,190.25298,3.68084,-0.03169,0.03006,0.76594
1477,147.7,127.30988,190.58241,3.68573,-0.02949,0.03074,0.75978
1478,147.8,127.68301,190.91171,3.69876,-0.0293,0.0295,0.7531
1479,147.9,128.05373,191.2489,3.69188,-0.03208,0.03158,0.74714
1480,148,128.41268,191.5692,3.70392,-0.03189,0.03191,0.74105
1481,148.1,128.77725,191.88764,3.7115,-0.0309,0.03488,0.73508
1482,148.2,129.14795,192.21038,3.70972,-0.02942,0.03471,0.72887
1483,148.3,129.50284,192.50441,3.7235,-0.03097,0.03611,0.723
1484,148.4,129.87428,192.81658,3.70653,-0.03158,0.03593,0.71641
1485,148.5,130.23728,193.1173,3.73943,-0.03076,0.03497,0.7104
1486,148.6,130.59122,193.40783,3.72234,-0.03086,0.03438,0.70441
1487,148.7,130.94943,193.70637,3.74765,-0.03328,0.03343,0.69888
1488,148.8,131.3126,193.9908,3.72665,-0.03149,0.03538,0.69261
1489,148.9,131.66957,194.28208,3.74205,-0.03298,0.03361,0.68689
1490,149,132.03055,194.55828,3.74996,-0.0351,0.03497,0.68101
1491,149.1,132.38713,194.83573,3.7443,-0.03257,0.03423,0.67571
1492,149.2,132.73828,195.10131,3.773,-0.03226,0.03301,0.67035
1493,149.3,133.09455,195.3728,3.75485,-0.03318,0.03255,0.66481
1494,149.4,133.44675,195.64274,3.76782,-0.03364,0.03093,0.65919
1495,149.5,133.78718,195.88958,3.76942,-0.03491,0.03153,0.65388
1496,149.6,134.1334,196.1412,3.76175,-0.03491,0.03176,0.64899
1497,149.7,134.50158,196.41298,3.7809,-0.03543,0.0328,0.64341
1498,149.8,134.83843,196.64919,3.76949,-0.03371,0.03438,0.63844
1499,149.9,135.19279,196.90419,3.80072,-0.0341,0.03264,0.63288
1500,150,135.53844,197.13211,3.79319,-0.03465,0.03275,0.62632
1501,150.1,135.8857,197.36978,3.795,-0.03454,0.03424,0.61967
1502,150.2,136.22899,197.61941,3.78012,-0.03715,0.03656,0.61311
1503,150.3,136.57454,197.855,3.79054,-0.0401,0.03783,0.60702
1504,150.4,136.90585,198.06678,3.80847,-0.03794,0.03443,0.60123
1505,150.5,137.2554,198.28143,3.81079,-0.03255,0.03379,0.59544
1506,150.6,137.60905,198.49164,3.81619,-0.02699,0.03432,0.58928
1507,150.7,137.93622,198.69816,3.82122,-0.02936,0.03536,0.5838
1508,150.8,138.26969,198.90581,3.82562,-0.03182,0.03469,0.57762
1509,150.9,138.59804,199.12387,3.82175,-0.03714,0.03565,0.57078
1510,151,138.95084,199.35672,3.81466,-0.03954,0.03653,0.56424
1511,151.1,139.28501,199.5407,3.80532,-0.03493,0.04225,0.55853
1512,151.2,139.63627,199.73889,3.8238,-0.03154,0.04369,0.55199
1513,151.3,139.9528,199.90628,3.82596,-0.02868,0.04372,0.54585
1514,151.4,140.29736,200.1013,3.82472,-0.02725,0.04374,0.53942
1515,151.5,140.62789,200.29768,3.83355,-0.02937,0.04308,0.53407
1516,151.6,140.94399,200.4671,3.82462,-0.03127,0.04244,0.52818
1517,151.7,141.27463,200.65641,3.82735,-0.03209,0.04193,0.52275
1518,151.8,141.60456,200.83931,3.82261,-0.03119,0.04265,0.51775
1519,151.9,141.93293,201.00079,3.80674,-0.031,0.04273,0.51216
1520,152,142.2562,201.17268,3.82303,-0.03021,0.04241,0.50742
1521,152.1,142.59117,201.35691,3.82578,-0.0306,0.04285,0.50212
1522,152.2,142.9058,201.52363,3.81838,-0.03254,0.04345,0.49768
1523,152.3,143.23767,201.69091,3.8172,-0.03281,0.04655,0.49179
1524,152.4,143.55782,201.85865,3.81822,-0.03578,0.04642,0.48735
1525,152.5,143.88757,202.01642,3.81848,-0.03539,0.04574,0.48229
1526,152.6,144.21838,202.18111,3.82179,-0.03339,0.04501,0.47782
1527,152.7,144.51936,202.33418,3.81095,-0.0349,0.04566,0.47378
1528,152.8,144.83692,202.47882,3.8129,-0.0348,0.04618,0.46857
1529,152.9,145.16108,202.63216,3.81397,-0.03779,0.04682,0.46202
1530,153,145.48602,202.79172,3.81286,-0.03867,0.04706,0.45561
1531,153.1,145.78758,202.92806,3.81458,-0.03888,0.04698,0.45059
1532,153.2,146.10439,203.05946,3.81584,-0.03584,0.04741,0.44596
1533,153.3,146.41287,203.19727,3.81003,-0.03589,0.04795,0.44189
1534,153.4,146.70273,203.32954,3.80365,-0.03609,0.05049,0.43801
1535,153.5,147.00804,203.45608,3.80176,-0.03414,0.05173,0.43477
1536,153.6,147.28348,203.57875,3.80714,-0.03315,0.05285,0.43194
1537,153.7,147.57214,203.70326,3.80845,-0.03212,0.05222,0.42975
1538,153.8,147.83592,203.82285,3.82058,-0.03191,0.05094,0.42822
1539,153.9,148.096,203.93236,3.80146,-0.02915,0.05113,0.4275
1540,154,148.36078,204.04443,3.80602,-0.03147,0.05,0.42688
1541,154.1,148.61154,204.16153,3.80593,-0.03087,0.04976,0.42698
1542,154.2,148.83467,204.26418,3.80028,-0.03034,0.0488,0.42769
1543,154.3,149.0656,204.36653,3.80223,-0.02916,0.04775,0.42848
1544,154.4,149.28774,204.4683,3.79516,-0.03054,0.04631,0.43034
1545,154.5,149.51321,204.566,3.79305,-0.02889,0.04524,0.43204
1546,154.6,149.72747,204.66745,3.78825,-0.02831,0.04514,0.43445
1547,154.7,149.9246,204.75622,3.7945,-0.02781,0.04499,0.4378
1548,154.8,150.12351,204.85254,3.79994,-0.02716,0.04665,0.44149
1549,154.9,150.30009,204.94553,3.7891,-0.02584,0.04687,0.44643
1550,155,150.48673,205.03216,3.79972,-0.02704,0.04736,0.45065
1551,155.1,150.65183,205.12089,3.7831,-0.02446,0.04964,0.45668
1552,155.2,150.79946,205.20606,3.79034,-0.02401,0.05015,0.46309
1553,155.3,150.94012,205.28049,3.78834,-0.02373,0.05064,0.46932
1554,155.4,151.05897,205.3531,3.78477,-0.02554,0.05,0.47571
1555,155.5,151.16276,205.41439,3.79068,-0.02445,0.05009,0.48225
1556,155.6,151.25196,205.47868,3.78759,-0.02644,0.04992,0.48837
1557,155.7,151.33997,205.53095,3.79292,-0.02594,0.04941,0.49425
1558,155.8,151.4103,205.57111,3.7806,-0.02719,0.04946,0.49978
1559,155.9,151.47693,205.61045,3.79303,-0.02673,0.04906,0.50499
1560,156,151.5337,205.64831,3.78496,-0.02667,0.04846,0.50995
1561,156.1,151.56972,205.67888,3.78609,-0.02598,0.04756,0.51445
1562,156.2,151.62805,205.70598,3.78551,-0.02642,0.04748,0.51804
1563,156.3,151.66603,205.74368,3.78249,-0.02662,0.04723,0.52249
1564,156.4,151.69977,205.76719,3.78501,-0.02686,0.04797,0.52575
1565,156.5,151.72731,205.78641,3.77998,-0.0273,0.04765,0.52887
1566,156.6,151.76503,205.81193,3.787,-0.02705,0.04766,0.53146
1567,156.7,151.79438,205.83399,3.77702,-0.02678,0.04784,0.53406
1568,156.8,151.81544,205.8488,3.78565,-0.02629,0.04784,0.53597
1569,156.9,151.83546,205.85789,3.77603,-0.02724,0.04861,0.53766
1570,157,151.85602,205.87178,3.78057,-0.02716,0.04796,0.53912
